url,name,description,sku,image,originalPrice,discountedPrice,priceCurrency,availability,seller,ratingValue,ratingCount
https://axarobd.com/product/regular-fit-spiderman-red/,Regular Fit Spiderman Red,"Regular Fit Spiderman Red

&amp;nbsp;

Introducing our ""Regular Fit Spiderman Red"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Red Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-50,https://axarobd.com/wp-content/uploads/2024/07/DSCF7050.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-captain-america-biscuit/,Regular Fit Captain America Biscuit,"Regular Fit Captain America Biscuit

&amp;nbsp;

Introducing our ""Regular Fit Captain America Biscuit"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Biscuit Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-51,https://axarobd.com/wp-content/uploads/2024/07/DSCF7045.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-captain-america-white/,Regular Fit Captain America White,"Regular Fit Captain America White

&amp;nbsp;

Introducing our ""Regular Fit Captain America White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-52,https://axarobd.com/wp-content/uploads/2024/07/DSCF7043.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-wolverine-yellow/,Regular Fit Wolverine Yellow,"Regular Fit Wolverine Yellow

&amp;nbsp;

Introducing our ""Regular Fit Wolverine Yellow"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Yellow Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-53,https://axarobd.com/wp-content/uploads/2024/07/DSCF7037.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-superman-royal-blue/,Regular Fit Superman Royal Blue,"Regular Fit Superman Royal Blue

&amp;nbsp;

Introducing our ""Regular Fit Superman Royal Blue"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Royal Blue Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-54,https://axarobd.com/wp-content/uploads/2024/07/DSCF7034.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-superman-navy/,Regular Fit Superman Navy,"Regular Fit Superman Navy

&amp;nbsp;

Introducing our ""Regular Fit Superman Navy"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Navy Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-55,https://axarobd.com/wp-content/uploads/2024/07/DSCF7029.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-selfie-mint/,Regular Fit Deadpool Selfie Mint,"Regular Fit Deadpool Selfie Mint

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Selfie Mint"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Mint Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-56,https://axarobd.com/wp-content/uploads/2024/07/TEE-2.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-popcorn-red/,Regular Fit Deadpool Popcorn Red,"Regular Fit Deadpool Popcorn Red

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Popcorn Red"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Red Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-57,https://axarobd.com/wp-content/uploads/2024/07/TEE-4.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-love-sign-yellow/,Regular Fit Deadpool Love Sign Yellow,"Regular Fit Deadpool Love Sign Yellow

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Love Sign Yellow"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Yellow Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-58,https://axarobd.com/wp-content/uploads/2024/07/TEE-5.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-shopping-cart-biscuit/,Regular Fit Deadpool Shopping Cart Biscuit,"Regular Fit Deadpool Shopping Cart Biscuit

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Shopping Cart Biscuit"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Biscuit Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-59,https://axarobd.com/wp-content/uploads/2024/07/TEE-6.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-best-bud-navy/,Regular Fit Deadpool Best Bud Navy,"Regular Fit Deadpool Best Bud Navy

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Best Bud Navy"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Navy Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-60,https://axarobd.com/wp-content/uploads/2024/07/TEE-7.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-icecream-royal-blue/,Regular Fit Deadpool Icecream Royal Blue,"Regular Fit Deadpool Icecream Royal Blue

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Icecream Royal Blue"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Royal Blue Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-61,https://axarobd.com/wp-content/uploads/2024/07/TEE-3.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-wolverine-snikt-maroon/,Regular Fit Wolverine Snikt Maroon,"Regular Fit Wolverine Snikt Maroon

&amp;nbsp;

Introducing our ""Regular Fit Wolverine Snikt Maroon"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Maroon Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-62,https://axarobd.com/wp-content/uploads/2024/07/TEE-12.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-duo-face-olive/,Regular Fit Deadpool Duo Face Olive,"Regular Fit Deadpool Duo Face Olive

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Duo Face Olive"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Olive Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-64,https://axarobd.com/wp-content/uploads/2024/07/TEE-9.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-cartoon-figure-white/,Regular Fit Deadpool Cartoon Figure White,"Regular Fit Deadpool Cartoon Figure White

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Cartoon Figure White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-63,https://axarobd.com/wp-content/uploads/2024/07/TEE-8.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-poster-ash/,Regular Fit Deadpool Poster Ash,"Regular Fit Deadpool Poster Ash

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Poster Ash"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Ash Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-65,https://axarobd.com/wp-content/uploads/2024/07/TEE-10.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-wall-forest-green/,Regular Fit Deadpool Wall Forest Green,"Regular Fit Deadpool Wall Forest Green

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Wall Forest Green"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Forest Green Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-66,https://axarobd.com/wp-content/uploads/2024/07/TEE-1.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-landscape-petrol/,Regular Fit Deadpool Landscape Petrol,"Regular Fit Deadpool Landscape Petrol

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Landscape Petrol"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Petrol Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-67,https://axarobd.com/wp-content/uploads/2024/07/TEE-11.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-deadpool-care-black/,Regular Fit Deadpool Care Black,"Regular Fit Deadpool Care Black

&amp;nbsp;

Introducing our ""Regular Fit Deadpool Care Black"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	Black Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-68,https://axarobd.com/wp-content/uploads/2024/07/TEE-13.webp,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-luffy-white/,Regular Fit Luffy White,"Regular Fit Luffy White

&amp;nbsp;

Introducing our ""Regular Fit Luffy White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-69,https://axarobd.com/wp-content/uploads/2024/08/1.png,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-itachi-white/,Regular Fit Itachi White,"Regular Fit Itachi White

&amp;nbsp;

Introducing our ""Regular Fit Itachi White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-70,https://axarobd.com/wp-content/uploads/2024/08/2.png,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-giyu-white/,Regular Fit Giyu White,"Regular Fit Giyu White

&amp;nbsp;

Introducing our ""Regular Fit Giyu White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-71,https://axarobd.com/wp-content/uploads/2024/08/3.png,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-yuji-itadori-white/,Regular Fit Yuji Itadori White,"Regular Fit Yuji Itadori White

&amp;nbsp;

Introducing our ""Regular Fit Yuji Itadori White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-72,https://axarobd.com/wp-content/uploads/2024/08/4.png,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-tanjiro-kamado-white/,Regular Fit Tanjiro Kamado White,"Regular Fit Tanjiro Kamado White

&amp;nbsp;

Introducing our ""Regular Fit Tanjiro Kamado White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-73,https://axarobd.com/wp-content/uploads/2024/08/5.png,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-saitama-white/,Regular Fit Saitama White,"Regular Fit Saitama White

&amp;nbsp;

Introducing our ""Regular Fit Saitama White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-74,https://axarobd.com/wp-content/uploads/2024/08/6.png,,500,BDT,In Stock,Axaro,,
https://axarobd.com/product/regular-fit-gojo-white/,Regular Fit Gojo White,"Regular Fit Gojo White

&amp;nbsp;

Introducing our ""Regular Fit Gojo White"" t-shirt which is made from 100% cotton fabric with digital print. It typically features a crew neck, short sleeves, and a regular fit. This t-shirt offers ultimate comfort and ensuring a pleasant wear throughout the day. It’s available in a range of sizes.

&amp;nbsp;

Details

 	Regular Fit
 	Half Sleeves
 	Unisex
 	Made in Bangladesh

&amp;nbsp;

Material

 	White Color
 	Cotton Fabrics
 	Digital Print
 	GSM 180
 	Crew Neck

&amp;nbsp;

You can also visit our shop page, facebook page and instagram page.",RP-75,https://axarobd.com/wp-content/uploads/2024/08/7.png,,500,BDT,In Stock,Axaro,,
